timestamp,service,window_s,samples,cpu_percent,memory_percent,request_rate,p95_latency_ms,error_rate,current_replicas,available_replicas,hour_of_day,day_of_week,is_anomaly,scenario,target_replicas
1787758870,workload-v2,30,30,5.6258,33.136,0.0,1.4,0.0,2,2,12,1,1,idle,2
1787758871,workload-v2,30,30,1.5216,44.7382,0.0,1.6,0.0,2,2,12,1,1,idle,2
1787758872,workload-v2,30,30,14.0998,28.1599,0.0,1.6,0.0,2,2,12,1,1,idle,2
1787758873,workload-v2,30,30,6.1602,33.1911,0.0,1.8,0.0,2,2,12,1,1,idle,2
1787758874,workload-v2,30,30,3.7367,33.0078,0.0,1.2,0.0,2,2,12,1,1,idle,2
1787758875,workload-v2,30,30,5.6004,31.2043,0.0,1.4,0.0,2,2,12,1,1,idle,2
1787758876,workload-v2,30,30,9.02,27.9675,0.0,1.4,0.0,2,2,12,1,1,idle,2
1787758877,workload-v2,30,30,7.226,30.632,0.0,1.6,0.0,2,2,12,1,1,idle,2
1787758878,workload-v2,30,30,12.3758,26.6182,0.0,1.6,0.0,2,2,12,1,1,idle,2
1787758879,workload-v2,30,30,3.9805,28.0565,0.0,1.4,0.0,2,2,12,1,1,idle,2
1787758880,workload-v2,30,30,13.8216,38.277,0.0,1.6,0.0,2,2,12,1,1,idle,2
1787758881,workload-v2,30,30,4.0713,31.1554,0.0,1.6,0.0,2,2,12,1,1,idle,2
1787758882,workload-v2,30,30,9.9901,29.4034,0.0,1.4,0.0,2,2,12,1,1,idle,2
1787758883,workload-v2,30,30,7.3162,26.1314,0.0,1.8,0.0,2,2,12,1,1,idle,2
1787758884,workload-v2,30,30,9.3087,41.5093,0.0,1.2,0.0,2,2,12,1,1,idle,2
1787758885,workload-v2,30,30,14.2752,36.1596,0.0,1.2,0.0,2,2,12,1,1,idle,2
1787758886,workload-v2,30,30,17.0245,26.94,0.0,1.2,0.0,2,2,12,1,1,idle,2
1787758887,workload-v2,30,30,14.3324,29.4773,0.0,1.2,0.0,2,2,12,1,1,idle,2
1787758888,workload-v2,30,30,5.4204,31.4348,0.0,1.2,0.0,2,2,12,1,1,idle,2
1787758889,workload-v2,30,30,6.7578,35.4531,0.0,1.2,0.0,2,2,12,1,1,idle,2
1787758890,workload-v2,30,30,10.6041,46.1414,0.0,1.4,0.0,2,2,12,1,1,idle,2
1787758891,workload-v2,30,30,5.2036,32.6956,0.0,1.4,0.0,2,2,12,1,1,idle,2
1787758892,workload-v2,30,30,7.0357,33.828,0.0,1.2,0.0,2,2,12,1,1,idle,2
1787758893,workload-v2,30,30,10.3258,25.6008,0.0,1.2,0.0,2,2,12,1,1,idle,2
